0 -0.345719368467867 0.356 2.47733333333333 0.48
1 -0.345719368467867 0.356 2.47733333333333 0.48
1 -1.34571936846787 -0.644 2.47733333333333 0.48
0 -1.01238603513453 -0.310666666666667 2.47733333333333 0.48
1 -0.679052701801201 0.0226666666666668 2.47733333333333 0.48
0 0.487613964865466 1.18933333333333 2.47733333333333 0.48
1 -0.9790527018012 -0.277333333333333 2.47733333333333 0.48
0 -0.345719368467867 0.356 2.47733333333333 0.48
0 -0.845719368467867 -0.144000000000000 2.47733333333333 0.48
1 -0.779052701801201 -0.0773333333333333 2.47733333333333 0.48
1 -0.512386035134534 0.189333333333333 2.47733333333333 0.48
1 0.487613964865466 1.18933333333333 2.47733333333333 0.48
0 -0.679052701801201 0.0226666666666668 2.47733333333333 0.48
0 -0.845719368467867 -0.144000000000000 2.47733333333333 0.48
0 0.8209472981988 1.52266666666667 2.47733333333333 0.48
0 -1.6790527018012 -0.977333333333333 2.47733333333333 0.48
1 -1.01238603513453 -0.310666666666667 2.47733333333333 0.48
1 -0.0123860351345342 0.689333333333333 2.47733333333333 0.48
1 -0.679052701801201 0.0226666666666668 2.47733333333333 0.48
0 -0.345719368467867 0.356 2.47733333333333 0.48
0 -0.512386035134534 0.189333333333333 2.47733333333333 0.48
1 -1.51238603513453 -0.810666666666666 2.47733333333333 0.48
1 -1.1790527018012 -0.477333333333333 2.47733333333333 0.48
0 -2.1790527018012 -1.47733333333333 2.47733333333333 0.48
0 -1.51238603513453 -0.810666666666666 2.47733333333333 0.48
